,Dates,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_VOLUME,PE_RATIO,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,PX_TO_TANG_BV_PER_SH,PX_TO_EBITDA,PX_TO_FREE_CASH_FLOW,next_price,is_up
1843,2580,705.63,727.6,734.0,703.13,13236697,4463.329,14.1386,4.8703,14.9755,36.465,112.3109,855.19,True
1844,2581,725.15,710.81,730.73,698.18,13237612,4586.7991,14.5297,5.0051,15.3898,37.4737,115.4178,755.0,True
1845,2584,798.75,737.61,799.49,735.0,20681442,5052.3419,16.0044,5.513,16.9518,41.2771,127.1322,701.0,False
1846,2585,769.12,795.64,805.0,756.69,15221964,4864.923,15.4107,5.3085,16.323,39.7459,122.4162,789.79,False
1847,2586,800.51,790.17,803.2,783.16,16215982,5063.4745,16.0397,5.5252,16.9891,41.3681,127.4124,776.5,False
1848,2587,781.88,855.19,869.82,763.5,28471854,4945.634,15.6664,5.3966,16.5938,40.4053,124.4471,777.21,False
1849,2588,701.32,755.0,772.77,683.04,32531807,4436.0669,14.0522,4.8406,14.884,36.2422,111.6249,793.77,True
1850,2591,761.19,701.0,762.0,698.0,19237090,4814.7633,15.2518,5.2538,16.1547,39.3361,121.154,790.51,True
1851,2592,768.21,789.79,798.92,762.18,16991656,4859.167,15.3925,5.3023,16.3036,39.6989,122.2714,827.0,True
1852,2593,782.58,776.5,789.8,761.11,11123231,4950.0617,15.6804,5.4014,16.6086,40.4415,124.5586,820.83,True
1853,2594,780.04,777.21,796.4,772.35,11527686,4933.9954,15.6295,5.3839,16.5547,40.3103,124.1543,780.0,True
1854,2595,819.42,793.77,824.0,787.01,16130087,5183.0861,16.4186,5.6557,17.3905,42.3453,130.4222,790.35,False
1855,2598,811.29,790.51,824.0,785.0,16519601,5131.6613,16.2557,5.5996,17.2179,41.9252,129.1282,827.78,True
1856,2599,809.41,827.0,843.29,808.0,15906905,5119.7698,16.218,5.5866,17.178,41.828,128.8289,815.17,False
1857,2600,790.96,820.83,826.0,763.3,19065491,5003.0678,15.8483,5.4593,16.7865,40.8746,125.8924,820.5,False
1858,2601,803.33,780.0,803.36,764.0,13682188,5081.3119,16.0962,5.5447,17.049,41.5138,127.8612,816.0,True
1859,2602,799.17,790.35,805.049,786.552,10518428,5054.9986,16.0128,5.5159,16.9607,41.2988,127.1991,822.173,True
1860,2605,813.63,827.78,834.72,803.88,11698102,5146.4626,16.302599999999998,5.6158,17.2676,42.0461,129.5006,822.173,False
1861,2606,808.01,815.17,822.07,806.08,9636522,5110.9143,16.19,5.577,17.1483,41.7557,128.6061,834.5,True
1862,2607,815.56,820.5,826.0,811.8,7309271,5158.6704,16.3412,5.6291,17.3085,42.1458,129.8078,820.86,False
1863,2608,827.6,816.0,832.5,796.0,12254584,5234.8272,16.5825,5.7122,17.5641,42.768,131.7241,813.51,False
1864,2609,816.88,822.173,831.78,812.0,9987475,5167.0198,16.3677,5.6382,17.3366,42.214,130.0179,808.75,False
1865,2612,816.88,822.173,831.78,812.0,9987475,5167.0198,16.3677,5.6382,17.3366,42.214,130.0179,858.0,True
1866,2613,818.87,834.5,834.6,815.705,8089736,5179.6072,16.4076,5.6519,17.3788,42.3169,130.3346,894.7,True
1867,2614,820.23,820.86,827.71,785.0,11549530,5188.2096,16.4348,5.6613,17.4077,42.3872,130.5511,888.12,True
1868,2615,805.81,813.51,824.75,801.69,7275774,5096.9986,16.1459,5.5618,17.1016,41.642,128.2559,889.88,True
1869,2616,835.0,808.75,835.0,804.21,11812489,5281.6345,16.7307,5.7632,17.7211,43.1504,132.9019,877.84,True
1870,2619,898.1,858.0,899.0,854.1,15085297,5680.7616,17.9951,6.1988,19.0603,46.4113,142.9452,919.0,True
1871,2620,881.56,894.7,908.66,871.0,13565596,5576.1409,17.6637,6.0846,18.7093,45.5565,140.3126,940.01,True
1872,2621,882.96,888.12,897.94,880.1,7949469,5584.9964,17.6917,6.0943,18.739,45.6289,140.5354,991.88,True
1873,2622,864.38,889.88,895.75,858.44,8887713,5467.4721,17.3194,5.966,18.3446,44.6687,137.5782,990.2,True
1874,2623,885.66,877.84,886.52,866.2,7811917,5602.0747,17.7458,6.1129,18.7963,45.7684,140.9652,980.0,True
1875,2626,949.92,919.0,950.0,909.16,14174727,6008.5392,19.0334,6.5564,20.1601,49.0892,151.1931,917.79,False
1876,2627,940.67,940.01,954.44,923.931,11388154,5950.03,18.848,6.4926,19.9637,48.6112,149.7208,1011.85,True
1877,2628,1025.05,991.88,1027.48,982.5,18563413,6483.7598,20.5387,7.075,21.7545,52.9717,163.1511,987.71,False
1878,2629,972.84,990.2,1018.96,972.0,15916482,6153.5153,19.4926,6.7146,20.6465,50.2736,154.8411,1003.0,True
1879,2630,935.28,980.0,987.98,912.6,16763374,5915.9366,18.74,6.4554,19.8494,48.3326,148.8629,1012.78,True
1880,2633,990.9,917.79,998.84,908.5,15697178,6267.7504,19.8545,6.8393,21.0298,51.2069,157.7156,999.95,True
1881,2634,982.13,1011.85,1012.88,962.39,14051078,6212.2774,19.6788,6.7788,20.8436,50.7537,156.3197,998.88,False
1882,2635,991.79,987.71,1005.0,982.571,9890800,6273.3799,19.8723,6.8454,21.0487,51.2529,157.8573,994.11,True
1883,2636,1003.96,1003.0,1019.2,994.471,9751936,6350.359,20.1162,6.9294,21.3069,51.8818,159.7943,954.27,False
1884,2637,1000.9,1012.78,1015.97,991.34,8679749,6331.0035,20.0549,6.9083,21.242,51.7237,159.3072,994.78,False
1885,2640,994.32,999.95,1008.88,990.02,6362350,6289.383,19.923,6.8629,21.1024,51.3836,158.2599,969.01,False
1886,2641,1001.78,998.88,1012.0,994.01,6365271,6336.5698,20.0725,6.9144,21.2607,51.7692,159.4473,1006.5,True
1887,2642,960.85,994.11,1000.885,953.141,10959593,6077.6748,19.2524,6.6319,20.392,49.654,152.9327,1083.0,True
1888,2643,985.98,954.27,985.98,937.15,9254549,6236.6299,19.7559,6.8053,20.9254,50.9527,156.9325,1221.48,True
1889,2644,959.74,994.78,995.0,954.87,8854908,6070.6537,19.2301,6.6242,20.3685,49.5966,152.7561,1221.48,True
1890,2647,1009.35,969.01,1010.0,948.52,9026404,6384.4524,20.2242,6.9666,21.4213,52.1603,160.6522,1276.69,True
1891,2648,1079.81,1006.5,1087.69,1003.73,16918501,463.0544,20.2894,7.637,21.3869,48.9544,213.6198,1405.01,True
1892,2649,1119.63,1083.0,1135.33,1080.5,13326896,480.1304,21.0376,7.9187,22.1756,50.7597,221.4975,1405.0,True
1893,2650,1208.66,1221.48,1228.0,1185.6,17250115,518.3091,22.7105,8.5483,23.939,54.7959,239.1104,1396.99,True
1894,2651,1208.66,1221.48,1228.0,1185.6,17250115,518.3091,22.7105,8.5483,23.939,54.7959,239.1104,1396.0,True
1895,2654,1371.58,1276.69,1377.79,1266.044,20569864,588.174,25.7717,9.7006,27.1658,62.1821,271.341,1659.0,True
1896,2655,1389.86,1405.01,1429.5,1336.71,21489661,596.013,26.1152,9.8299,27.5278,63.0108,274.9573,1556.0,True
1897,2656,1365.88,1405.0,1417.26,1311.34,16311312,585.7297,25.6646,9.6603,27.0529,61.9237,270.2134,1543.0,True
1898,2657,1394.28,1396.99,1408.56,1351.28,11717598,597.9084,26.1982,9.8612,27.6154,63.2112,275.8317,1477.16,True
1899,2658,1544.65,1396.0,1548.915,1376.01,23337553,662.3915,29.0236,10.9247,30.5936,70.0284,305.5796,1513.45,True
1900,2661,1497.06,1659.0,1794.99,1471.11,38985362,641.9835,28.1294,10.5881,29.6511,67.8709,296.1648,1519.01,False
1901,2662,1516.8,1556.0,1590.0,1431.0,23418140,650.4486,28.5003,10.7277,30.042,68.7658,300.07,1639.93,True
1902,2663,1546.01,1543.0,1550.0,1457.0,16367829,662.9747,29.0492,10.9343,30.6206,70.0901,305.8486,1599.0,True
1903,2664,1500.64,1477.16,1531.71,1466.0,14300785,643.5187,28.1967,10.6134,29.722,68.0332,296.8731,1678.95,True
1904,2665,1500.84,1513.45,1537.51,1490.0,9329972,643.6045,28.2004,10.6148,29.7259,68.0422,296.9126,1416.01,False
1905,2668,1643.0,1519.01,1650.0,1488.0,17121367,704.5669,30.8716,11.6203,32.5416,74.4872,325.0363,1435.0,False
1906,2669,1568.36,1639.93,1675.0,1558.0,16157280,672.5591,29.4691,11.0924,31.0632,71.1033,310.2702,1504.0,False
1907,2670,1592.33,1599.0,1626.42,1562.0,14161080,682.8381,29.9195,11.2619,31.538,72.19,315.0122,1501.0,False
1908,2671,1513.07,1678.95,1689.0,1480.77,24328504,648.8491,28.4302,10.7013,29.9682,68.5967,299.3321,1488.0,False
1909,2672,1417.0,1416.01,1465.0,1366.54,19396616,607.6514,26.6251,10.0219,28.0654,64.2413,280.3265,1515.0,True
1910,2675,1539.6,1435.0,1547.94,1413.0,16048669,660.2259,28.9287,10.8889,30.4936,69.7995,304.5805,1449.2,True
