,Dates,PX_OPEN,PX_LAST,PX_LOW,PX_HIGH,PX_VOLUME,PE_RATIO,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,PX_TO_TANG_BV_PER_SH,PX_TO_EBITDA,PX_TO_FREE_CASH_FLOW
1564,1564,180.51,181.33,180,181.84,16773691,23.9979,5.9859,8.8468,7.7257,18.8077,33.0206
1565,1565,185.01,189.01,184.411,189.5,29459881,25.0143,6.2395,9.2215,8.0529,19.6043,34.4191
1566,1566,194,188.47,187.28,194.53,37571352,24.9429,6.2216,9.1951,8.0299,19.5483,34.3208
1567,1567,187,187.48,184.55,188.1,21417092,24.8118,6.1889,9.1468,7.9878,19.4456,34.1405
1568,1568,190.95,189.53,187.64,191.16,14635740,25.0831,6.2566,9.2469,8.0751,19.6582,34.5138
1569,1569,188.75,191.14,188.75,192,22751159,25.2962,6.3098,9.3254,8.1437,19.8252,34.807
1570,1570,192.42,192.6,191.57,193.98,15508955,25.4894,6.358,9.3966,8.2059,19.9766,35.0729
1571,1571,192.88,188.84,188.13,193.14,16750309,24.9918,6.2338000000000005,9.2132,8.0457,19.5866,34.3882
1572,1572,189.54,187.66,187.31,190.76,12808604,24.8357,6.1949,9.1556,7.9954,19.4642,34.1733
1573,1573,189.88,189.5,188.27,189.95,11158983,25.0792,6.2556,9.2454,8.0738,19.6551,34.5083
1574,1574,190.55,193,189.94,193.2,16378878,25.2016,6.2056000000000004,8.8366,7.933,20.3131,30.8532
1575,1575,195.21,193,191.93,195.28,14217138,25.2016,6.2056000000000004,8.8366,7.933,20.3131,30.8532
1576,1576,193,195,192.71,195,9049979,25.4627,6.2699,8.9282,8.0152,20.5236,31.1729
1577,1577,194.16,197.2,194.16,197.4,10246119,25.75,6.3407,9.0289,8.1057,20.7551,31.5246
1578,1578,196.18,196.4,194.17,197.07,11164107,25.6456,6.3149,8.9923,8.0728,20.6709,31.3967
1579,1579,195.19,195.76,193.64,196.68,9723858,25.562,6.2943,8.963,8.0465,20.6036,31.2944
1580,1580,194.97,199.21,194.89,199.46,14698611,26.0125,6.4053,9.1209,8.1883,20.9667,31.8459
1581,1581,200,202.73,199.67,202.96,20571702,26.4721,6.5184999999999995,9.2821,8.333,21.3372,32.4086
1582,1582,203.26,201.23,200.21,203.8,13678457,26.2763,6.4702,9.2134,8.2713,21.1793,32.1688
1583,1583,199.68,204.87,199.16,205.3,15366272,26.7516,6.5873,9.3801,8.4209,21.5624,32.7507
1584,1584,204.25,203.91,201.82,205.33,16030335,26.6262,6.5564,9.3361,8.3815,21.4614,32.5973
1585,1585,203.89,203.84,203.1,205.471,12132720,26.6171,6.5541,9.3329,8.3786,21.454,32.5861
1586,1586,204.18,201.8,201.59,204.36,12083714,26.3507,6.4886,9.2395,8.2947,21.2393,32.26
1587,1587,200.15,200.78,199.38,202.47,11956554,26.2175,6.4558,9.1928,8.2528,21.1319,32.0969
1588,1588,202.18,198.36,198.07,202.33,12098262,25.9015,6.3779,9.082,8.1533,20.8772,31.71
1589,1589,199.91,202.32,198.81,202.57,13589024,26.4186,6.5053,9.2633,8.3161,21.294,32.3431
1590,1590,202.84,202.36,200.963,204.242,14583680,26.4238,6.5066,9.2652,8.3178,21.2982,32.3495
1591,1591,197.63,204.66,197.22,204.81,32532540,26.7241,6.5805,9.3705,8.4123,21.5403,32.7172
1592,1592,206.7,200.71,198.26,208.66,39889869,26.2084,6.4535,9.1896,8.2499,21.1246,32.0857
1593,1593,200.19,199.75,196.25,202.88,24433985,26.083,6.4226,9.1457,8.2105,21.0235,31.9322
1594,1594,199,195.94,195.3,199.63,16530801,25.5855,6.3001,8.9712,8.0539,20.6225,31.3232
1595,1595,195.39,197.04,193.5,198.71,11903558,25.7291,6.3355,9.0216,8.0991,20.7383,31.499
1596,1596,196.95,194.23,192.68,198.76,14593544,25.3622,6.2452,8.892900000000001,7.9836,20.4425,31.0498
1597,1597,194.17,192.73,190.88,198.47,17777013,25.1663,6.1969,8.824300000000001,7.9219,20.2847,30.81
1598,1598,191.1,189.02,188.07,192.62,15296975,24.6819,6.0776,8.6544,7.7694,19.8942,30.2169
1599,1599,184.69,181.73,179.34,185.67,23086655,23.73,5.8431999999999995,8.3206,7.4698,19.1269,29.0515
1600,1600,183.69,184.51,183.09,185.789,18035686,24.093,5.9326,8.4479,7.5841,19.4195,29.496
1601,1601,183.6,185.15,181.22,186.37,15833197,24.1766,5.9532,8.4772,7.6104,19.4869,29.598300000000002
1602,1602,186.62,190.16,184.05,190.34,14828916,24.8308,6.1143,8.7066,7.8163,20.0142,30.3992
1603,1603,190,187.85,187.12,190.98,11058811,24.5291,6.04,8.6008,7.7213,19.7711,30.0299
1604,1604,186.85,185.37,184.46,187.59,10936283,24.2053,5.9603,8.4873,7.6194,19.51,29.6334
1605,1605,185.52,188.45,185.37,191.38,13653319,24.6075,6.0593,8.6283,7.746,19.8342,30.1258
1606,1606,185.8,179.71,179.31,185.99,18903716,23.4662,5.7783,8.2281,7.3868,18.9143,28.7286
1607,1607,180.95,182.59,180.03,183.2,13059640,23.8423,5.8709,8.36,7.5051,19.2174,29.189
1608,1608,183.75,183.7,182.36,185.1,12844832,23.9872,5.9066,8.4108,7.5508,19.3343,29.3665
1609,1609,186.01,186.17,184.85,187.5,9699661,24.3097,5.986,8.5239,7.6523,19.5942,29.7613
1610,1610,185.45,183.81,182.39,186,10087592,24.0016,5.9101,8.4158,7.5553,19.3458,29.3841
1611,1611,185,183.55,183.14,185.9,8409548,23.9676,5.9018,8.4039,7.5446,19.3185,29.3425
1612,1612,183.43,182.04,179.91,184.11,10829509,23.7705,5.8532,8.3348,7.4825,19.1596,29.1011
1613,1613,180.84,177.75,176.66,183.13,17331221,23.2103,5.7153,8.1384,7.3062000000000005,18.708,28.4153
1614,1614,179.4,180.36,178.24,180.5,8780477,23.5511,5.7992,8.2579,7.4135,18.9827,28.8325
1615,1615,181.93,181.3,181.01,184.04,14408946,23.6738,5.8294,8.3009,7.4521,19.0817,28.9828
1616,1616,180.53,181.76,178.92,181.95,9392060,23.7339,5.8442,8.322,7.471,19.1301,29.0563
1617,1617,183.77,185.57,183.47,186.075,10135033,24.2314,5.9667,8.4964,7.6276,19.5311,29.665399999999998
1618,1618,186.78,185.67,183.458,186.802,10785722,24.2445,5.9699,8.501,7.6317,19.5416,29.6814
1619,1619,184,182.39,182.11,185.67,9792187,23.8162,5.8645,8.3508,7.4969,19.1964,29.1571
1620,1620,184.65,187.14,183.89,187.749,11314571,24.4364,6.0172,8.5683,7.6922,19.6963,29.9164
1621,1621,188.53,190.9,187.94,191.36,13896621,24.9274,6.1381,8.7405,7.8467,20.0921,30.5175
1622,1622,190.21,187.49,186.35,190.21,15226820,24.4821,6.0284,8.5843,7.7065,19.7332,29.9723
1623,1623,187.73,188.76,185.847,188.98,14722402,24.6479,6.0693,8.6425,7.7587,19.8668,30.1754
1624,1624,187.44,186.17,184.55,188.1,15455867,24.3097,5.986,8.5239,7.6523,19.5942,29.7613
1625,1625,186.46,188.49,186.08,189.44,11761660,24.6127,6.0606,8.6301,7.7477,19.8384,30.1322
1626,1626,189.86,187.47,187.23,190.93,11419775,24.4795,6.0278,8.5834,7.7057,19.7311,29.9692
1627,1627,187.325,187.19,186.54,187.97,11441116,24.4429,6.0188,8.5706,7.6942,19.7016,29.9244
1628,1628,186.93,186.22,185.765,187.794,8444844,24.3163,5.9876000000000005,8.5262,7.6543,19.5995,29.7693
1629,1629,186.66,188.08,185.54,188.32,9751570,24.5591,6.0474,8.6114,7.7308,19.7953,30.0667
1630,1630,188.09,188.14,186.012,189.08,9945798,24.567,6.0493,8.6141,7.7333,19.8016,30.0763
1631,1631,188.66,190.14,188.15,191.1,10474685,24.8281,6.1136,8.7057,7.8155,20.0121,30.396
1632,1632,190.66,189.93,188.12,193.1,20359878,24.8007,6.1068999999999996,8.6961,7.8068,19.99,30.3624
1633,1633,189.34,186.82,185.206,190.1,14370089,24.3946,6.0069,8.5537,7.679,19.6626,29.8652
1634,1634,187.98,181.28,180.39,188.04,18775666,23.6712,5.8288,8.3,7.4513,19.0796,28.9796
1635,1635,181.45,182.8,177.87,183.42,18339960,23.8697,5.8776,8.3696,7.5138,19.2395,29.2226
1636,1636,181.33,180.11,177.67,181.4,16280691,23.5184,5.7911,8.2464,7.4032,18.9564,28.7926
1637,1637,180.49,177.1,175.66,180.755,14663575,23.1254,5.6944,8.1086,7.2795,18.6396,28.3114
1638,1638,177.87,178.08,176.85,178.67,11071425,22.1817,5.4069,7.6535,6.7939,17.4045,26.0374
1639,1639,179.15,175.81,174.88,179.84,17261556,21.8989,5.3379,7.5559,6.7073,17.1827,25.7055
1640,1640,174.84,174.6,173.09,176.53,16374148,21.7482,5.3012,7.5039,6.6612,17.0644,25.5286
1641,1641,175.57,179.38,173.63,179.84,16789319,22.3436,5.4463,7.7093,6.8435,17.5316,26.2275
1642,1642,179.55,180.45,178.1,180.98,10476395,22.4769,5.4788,7.7553,6.8843,17.6362,26.3839
1643,1643,180,179.68,178.09,181.18,9359793,22.381,5.4554,7.7222,6.855,17.5609,26.2713
1644,1644,178.26,177.75,177.72,180.37,10084896,22.1406,5.3968,7.6393,6.7813,17.3723,25.9891
1645,1645,179.16,179.85,177.94,180.72,7648874,22.4022,5.4606,7.7295,6.8615,17.5775,26.2962
1646,1646,180.32,180.03,179.17,181.61,8980978,22.4246,5.4661,7.7373,6.8683,17.5951,26.3225
1647,1647,182.15,184.19,182.14,186.49,14998754,22.9427,5.5924,7.9161,7.027,18.0017,26.9308
1648,1648,184.2,183.28,182.574,184.62,7203665,22.8294,5.5648,7.877,6.9923,17.9127,26.7977
1649,1649,183.8,188.89,183.66,190.38,15143119,23.5282,5.7351,8.1181,7.2063,18.461,27.6179
1650,1650,188.32,189.55,186.9,189.7,10560343,23.6104,5.7551,8.1464,7.2315,18.5255,27.7144
1651,1651,190.3,190.39,188.765,190.84,9761548,23.715,5.7806,8.1825,7.2636,18.6076,27.8373
1652,1652,190.23,185.85,183.924,191.49,16882862,23.1495,5.6428,7.9874,7.0904,18.1639,27.1735
1653,1653,187.04,189.76,186.75,189.91,8580744,23.6365,5.7615,8.1554,7.2395,18.5461,27.7452
1654,1654,190,182.34,181.5,190.65,19854192,22.7123,5.5362,7.8366,6.9565,17.8209,26.6603
1655,1655,182.01,186.15,182,186.38,12370819,23.1869,5.6519,8.0003,7.1018,18.1932,27.2173
1656,1656,184.62,186.38,182.8,186.73,11505406,23.2155,5.6589,8.0102,7.1106,18.2157,27.251
1657,1657,185.83,187.89,185.088,189,8061240,23.4036,5.7047,8.0751,7.1682,18.3633,27.4717
1658,1658,187.2,189.4,185.08,189.53,13657866,23.5917,5.7506,8.14,7.2258,18.5109,27.6925
1659,1659,191.69,189.31,188.47,192.53,13574874,23.5805,5.7478,8.1361,7.2224,18.5021,27.6794
1660,1660,189.56,188.25,185.98,190.45,28734559,23.4485,5.7157,8.0906,7.1819,18.3985,27.5244
1661,1661,196.7,191.65,188.25,198.09,42286529,23.872,5.8189,8.2367,7.3116,18.7308,28.0215
1662,1662,192.85,193.62,189.91,194.11,21711829,24.1173,5.8787,8.3213,7.3868,18.9233,28.3095
1663,1663,194.55,194.72,193.812,197.367,16371292,24.2544,5.9121,8.3686,7.4288,19.0308,28.4704
1664,1664,195.37,194.32,193.6,195.75,9941954,24.2045,5.8999,8.3514,7.4135,18.9917,28.4119
1665,1665,194.03,191.55,191.35,194.37,10973019,23.8595,5.8158,8.2324,7.3078,18.721,28.0069
1666,1666,191.91,190.42,189.47,193.44,13472998,23.7188,5.7815,8.1838,7.2647,18.6106,27.8417
1667,1667,190,190.84,189.7,192.34,10764784,23.7711,5.7943,8.2019,7.2807,18.6516,27.9031
1668,1668,189.93,189.61,188.54,190.08,8637768,23.6179,5.7569,8.149,7.2338000000000005,18.5314,27.7232
1669,1669,190,194.47,189.74,195.06,17615454,24.2232,5.9045,8.3579,7.4192,19.0064,28.4338
1670,1670,194.7,193.19,192.74,195.7,11009800,24.0638,5.8656,8.3029,7.3704,18.8813,28.2467
1671,1671,192.93,193.15,191.45,194.03,9059897,24.0588,5.8644,8.3011,7.3689,18.8774,28.2408
1672,1672,194.26,195.1,193.38,195.3,11530232,24.3017,5.9236,8.385,7.4433,19.068,28.5259
1673,1673,194.56,197.4,193.05,198.63,16176107,24.5882,5.9935,8.4838,7.531,19.2927,28.8622
1674,1674,197.4,199.32,196.86,200,19070291,24.8273,6.0518,8.5663,7.6043,19.4804,29.1429
1675,1675,198.58,197.51,195.43,199.59,12370240,24.6019,5.9968,8.4885,7.5352,19.3035,28.8783
1676,1676,197.42,197.93,196.86,199.09,12130985,24.6542,6.0096,8.5066,7.5512,19.3445,28.9397
1677,1677,198.38,198.82,197.62,199.3,9959817,24.7651,6.0366,8.5448,7.5852,19.4315,29.0698
1678,1678,199.515,199.79,199.25,200.97,15286442,24.8859,6.066,8.586500000000001,7.6222,19.5263,29.2117
1679,1679,200,198.97,198.039,200.15,11748664,24.7837,6.0411,8.5513,7.5908999999999995,19.4462,29.0918
1680,1680,199.9,202,199.42,203.14,12760568,25.1612,6.1331,8.6815,7.7065,19.7423,29.5348
1681,1681,201.6,201.64,201.21,203.8,7985231,25.1163,6.1222,8.666,7.6928,19.7071,29.4821
1682,1682,202.13,199.7,198.05,202.18,11542020,24.8747,6.0633,8.5826,7.6188,19.5175,29.1985
1683,1683,197.6,198.82,195.08,198.93,13014170,24.7651,6.0366,8.5448,7.5852,19.4315,29.0698
1684,1684,200,198.71,198.05,200.029,8459939,24.7514,6.0332,8.5401,7.5809999999999995,19.4208,29.0537
1685,1685,199.86,199.36,198.213,201.29,9755350,24.8323,6.053,8.568,7.6058,19.4843,29.1488
1686,1686,200.5,201.05,200.06,201.57,12279525,25.0428,6.1043,8.6407,7.6703,19.6495,29.3959
1687,1687,200.65,201.34,200.21,203.142,12013218,25.079,6.1131,8.6531,7.6813,19.6778,29.4383
1688,1688,201.66,200.87,200.15,202.05,9485568,25.0204,6.0988,8.6329,7.6634,19.6319,29.3696
1689,1689,200.28,202.26,200.28,202.63,8041827,25.1935,6.141,8.6927,7.7164,19.7677,29.5728
1690,1690,202.35,196.75,194.1,203.66,23766986,24.5072,5.9737,8.4559,7.5062,19.2292,28.7672
1691,1691,196.4,194.11,193.17,196.8,18806020,24.1784,5.8936,8.3424,7.4055,18.9712,28.3812
1692,1692,195.27,197.92,194.81,199.12,14922733,24.653,6.0093,8.5061,7.5508,19.3436,28.9382
1693,1693,198.84,198.39,196.13,199,10177605,24.7115,6.0235,8.526299999999999,7.5687999999999995,19.3895,29.007
1694,1694,200.09,202.5,200.09,204.3,23284746,25.2234,6.1483,8.703,7.7256,19.7912,29.6079
1695,1695,202.78,206.06,202.51,206.3,16808184,25.6669,6.2564,8.856,7.8614,20.1391,30.1284
1696,1696,207.48,206.3,203.43,207.71,27315226,25.6968,6.2637,8.8663,7.8706,20.1626,30.1635
1697,1697,206.7,206.18,205.68,208.59,13353194,25.6818,6.26,8.8611,7.866,20.1509,30.1459
1698,1698,206.3,205.12,205,206.79,6046273,25.5498,6.2279,8.8156,7.8255,20.0473,29.991
1699,1699,205.566,207.79,205.31,207.82,9368273,25.8824,6.3089,8.9303,7.9274000000000004,20.3082,30.3813
1700,1700,208.67,208.1,206.588,208.93,10287634,25.921,6.3183,8.9437,7.9392,20.3385,30.4267
1701,1701,207.86,204.41,203.9,207.9,10534441,25.4614,6.2063,8.7851,7.7984,19.977899999999998,29.8872
1702,1702,203.995,205.25,203.6,205.56,8962756,25.0053,5.7927,8.2869,7.1873,18.9795,27.622
1703,1703,206.75,209.78,206.27,209.79,12090707,25.5572,5.9205,8.4698,7.346,19.3984,28.2316
1704,1704,207.214,208.67,206.95,210.4,11197416,25.422,5.8892,8.425,7.3071,19.2957,28.0822
1705,1705,206.7,212.6,206.52,212.78,17073861,25.9008,6.0001,8.5837,7.4447,19.6591,28.6111
1706,1706,212.82,213.06,211.75,214.58,15111857,25.9568,6.0131,8.6022,7.4608,19.7017,28.673000000000002
1707,1707,213,215.22,212.612,216.24,13492703,26.22,6.0741,8.6894,7.5365,19.9014,28.9637
1708,1708,217.54,218.3,216.278,218.38,12679579,26.5952,6.161,8.8138,7.6443,20.1862,29.3782
1709,1709,219.2,218.06,217.42,219.88,12127432,26.566,6.1542,8.8041,7.6359,20.164,29.3459
1710,1710,219.596,221.91,219.21,221.97,14494517,27.035,6.2629,8.9595,7.7707,20.52,29.864
1711,1711,221.61,219.06,218.63,222.38,13315361,26.6878,6.1824,8.8445,7.6709,20.2565,29.4805
1712,1712,220.61,221.15,220.14,221.68,10036475,26.9424,6.2414,8.9289,7.7440999999999995,20.4498,29.7617
1713,1713,222.57,221.77,220.39,222.63,10015288,27.018,6.2589,8.9539,7.7658000000000005,20.5071,29.8452
1714,1714,222.03,222.14,220.53,222.29,15905944,27.063,6.2694,8.9688,7.7788,20.5413,29.895
1715,1715,222.155,221.44,219.12,222.37,14275784,26.9777,6.2496,8.9406,7.7543,20.4766,29.8008
1716,1716,222.31,221.32,221.28,222.75,12212814,26.9631,6.2462,8.9357,7.7501,20.4655,29.7846
1717,1717,220.75,219.76,219.27,221.485,11195000,26.7731,6.2022,8.8727,7.6954,20.3212,29.5747
1718,1718,220.8,217.94,216.11,221.78,11905824,26.5513,6.1508,8.7993,7.6317,20.1529,29.3297
1719,1719,213.1,214.87,212.5,216.06,13810655,26.1773,6.0642,8.6753,7.5242,19.869,28.9166
1720,1720,216.14,217.79,213.52,218.74,13413835,26.5331,6.1466,8.7932,7.6265,20.1391,29.3096
1721,1721,221.44,223.23,218.45,224.2,33610005,27.1958,6.3001,9.0128,7.817,20.6421,30.0417
1722,1722,206.53,209.53,204.75,211.43,48775500,25.5268,5.9135,8.4597,7.3372,19.3753,28.1979
1723,1723,208.43,201.91,201.06,208.69,31359917,24.5984,5.6984,8.152,7.0704,18.6706,27.1725
1724,1724,203.44,204.19,202.5,205.14,15510509,24.8762,5.7628,8.2441,7.1502,18.8815,27.4793
1725,1725,206.617,209.83,205.202,210.6,19628890,25.5633,5.9219,8.4718,7.3477,19.403,28.2383
1726,1726,212.51,210.11,208.71,212.73,12538154,25.5974,5.9298,8.4831,7.3575,19.4289,28.276
1727,1727,210.47,210.85,209.338,211.19,10567533,25.6876,5.9507,8.513,7.3834,19.4973,28.3756
1728,1728,210.3,212.33,209.93,212.82,12242530,25.8679,5.9925,8.5727,7.4353,19.6342,28.5748
1729,1729,211.52,213.06,210.66,213.8,11856350,25.9568,6.0131,8.6022,7.4608,19.7017,28.673000000000002
1730,1730,210.19,207.19,206.51,210.86,25030810,25.2417,5.8474,8.3652,7.2553,19.1589,27.883
1731,1731,207.85,210.76,207.4,211.22,13813704,25.6766,5.9482,8.5094,7.3803,19.489,28.3635
1732,1732,209.524,213.14,209.18,214.326,15396625,25.9666,6.0154,8.6055,7.4636,19.7091,28.6838
1733,1733,214,214.18,212.65,214.93,10741747,26.0933,6.0447,8.6474,7.5,19.8052,28.8237
1734,1734,213.55,217.8,213.4,217.975,15630026,26.5343,6.1469,8.7936,7.6268,20.14,29.3109
1735,1735,217.99,217.49,216.11,218.32,12135114,26.4965,6.1381,8.7811,7.616,20.1113,29.2692
1736,1736,216.52,214.58,212.945,218.765,13109213,26.142,6.056,8.6636,7.5141,19.8422,28.8776
1737,1737,213.48,210.18,208.831,214.237,14098432,25.606,5.9318,8.4859,7.36,19.4354,28.2854
1738,1738,201.8,200.72,198.17,203.65,23080057,24.4535,5.6648,8.104,7.0287,18.5606,27.0123
1739,1739,202.25,196.77,195.954,203.5,21433487,23.9722,5.5533,7.9445,6.8904,18.1953,26.4807
1740,1740,197.19,197.2,195.49,201.21,16555210,24.0246,5.5655,7.9619,6.9055,18.2351,26.5386
1741,1741,191.82,189.75,189.5,195.88,21682626,23.117,5.3552,7.6611,6.6446,17.5462,25.536
1742,1742,182.695,192.47,181.82,192.74,32583494,23.4484,5.432,7.7709,6.7398,17.7977,25.9021
1743,1743,194.03,196.44,188.85,196.57,24948955,23.932,5.5440000000000005,7.9312000000000005,6.8788,18.1648,26.4363
1744,1744,196.22,185.89,183.97,197.24,27984104,22.6467,5.2463,7.5052,6.5094,17.1893,25.0165
1745,1745,189.17,191.76,186.39,191.83,23062473,23.3619,5.412,7.7422,6.715,17.7321,25.8065
1746,1746,186.78,185.17,183.89,188.99,19333425,22.559,5.226,7.4762,6.4842,17.1227,24.9196
1747,1747,178.33,181.09,176.26,183.78,24559550,22.062,5.1108,7.3114,6.3413,16.7454,24.3706
1748,1748,169.6,169.5,165.19,175,29949041,20.65,4.7837,6.8435,5.9355,15.6737,22.8108
1749,1749,174.67,178.19,169.5,178.29,24517791,21.7087,5.029,7.1944,6.2398,16.4772,23.9803
1750,1750,174.01,170.24,167.66,175.88,20397204,20.740099999999998,4.8046,6.8734,5.9614,15.7421,22.9104
1751,1751,159.54,154.47,154.34,166.6,43266335,18.8189,4.3595,6.2367,5.4092,14.2838,20.7881
1752,1752,163.53,170.28,157.6,170.79,35028627,20.745,4.8057,6.875,5.9628,15.7458,22.9158
1753,1753,152.32,146.01,143.1,159.13,39120419,17.7882,4.1208,5.8951,5.1129,13.5016,19.6496
1754,1754,150.74,149.42,140,153.94,34255596,18.2036,4.217,6.0328,5.2323,13.8169,20.1085
1755,1755,139.75,146.96,137.101,148.18,37553136,17.9039,4.1476,5.9335,5.1462,13.5894,19.7775
1756,1756,146.62,153.13,144.8,159.929,39862312,18.6556,4.3217,6.1826,5.3622,14.1599,20.6078
1757,1757,156.02,149.73,148,159.27,32568398,18.2414,4.2258,6.0453,5.2432,13.8455,20.1502
1758,1758,149.66,148.1,142.25,152.31,29830765,18.0428,4.1798,5.9795,5.1861,13.6948,19.9309
1759,1759,155.205,160.98,152.57,161.31,30440369,19.612,4.5433,6.4995,5.6371,14.8858,21.6642
1760,1760,158.92,156.21,153.06,162.99,35184271,19.0309,4.4086,6.3069,5.4701,14.4447,21.0223
1761,1761,158.25,163.34,157.02,164,26579021,19.8995,4.6099,6.5948,5.7198,15.1041,21.9818
1762,1762,158.2,156.79,154.75,160.09,24879869,19.1015,4.425,6.3303,5.4904,14.4984,21.1003
1763,1763,159.18,165.95,158.06,166.75,22515225,20.2175,4.6835,6.7002,5.8112,15.3454,22.3331
1764,1764,165.48,166.8,164.2,170.93,23676283,20.2374,4.5159,6.4877,5.5519,14.0894,20.5274
1765,1765,161.615,159.6,158.035,164.15,19507559,19.3638,4.321,6.2076,5.3122,13.4812,19.6413
1766,1766,159.1,158.19,155.92,161.351,20886309,19.1928,4.2828,6.1528,5.2653,13.3621,19.4678
1767,1767,157.15,154.18,150.83,157.91,25983317,18.7062,4.1743,5.9968,5.1318,13.0234,18.9743
1768,1768,160.15,165.55,158.51,166.2,28453581,20.0857,4.4821,6.4391,5.5103,13.9838,20.3736
1769,1769,171.79,168.83,166.01,173.39,31411919,20.4837,4.5709,6.5666,5.6195,14.2608,20.7772
1770,1770,171.25,174.28,167.74,175,21664198,21.1449,4.7185,6.7786,5.8009,14.7212,21.4479
1771,1771,175.9,175.19,171.57,177.08,23534287,21.2553,4.7431,6.814,5.8311,14.798,21.5599
1772,1772,173.67,174.79,169.45,175,19355355,21.2068,4.7323,6.7984,5.8178,14.7643,21.5107
1773,1773,178.976,178.17,176.62,181.225,21011815,21.6169,4.8238,6.9299,5.9303,15.0498,21.9266
1774,1774,175.187,176.97,172.82,178.19,17423003,21.4713,4.7913,6.8832,5.8904,14.9484,21.779
1775,1775,177.95,176.25,172.51,178.05,23593229,21.3839,4.7718,6.8552,5.8664,14.887599999999999,21.6904
1776,1776,179.2,179.24,176.66,180.28,20974750,21.7467,4.8527000000000005,6.9715,5.9658999999999995,15.1401,22.0583
1777,1777,177.41,178.24,176.77,180.5,16110664,21.6254,4.8257,6.9326,5.9327,15.0557,21.9353
1778,1778,175.25,170.8,168.341,175.38,24850528,20.7227,4.6242,6.6433,5.6850000000000005,14.4272,21.0196
1779,1779,178.45,182.28,178.14,184.78,33369931,22.1155,4.9350000000000005,7.0898,6.0671,15.3969,22.4324
1780,1780,184.08,185.13,183.15,187.05,21426604,22.4613,5.0122,7.2006,6.162,15.6377,22.7832
1781,1781,183.23,190.07,180.825,190.41,28868528,23.0607,5.146,7.3928,6.3264,16.0549,23.3911
1782,1782,192.657,187.5,187.41,193.75,29197750,22.7489,5.0764,7.2928,6.2409,15.8379,23.0748
1783,1783,188.66,182.91,182.56,189.2,21730986,22.192,4.9521,7.1143,6.0881,15.4501,22.51
1784,1784,190.93,194.19,190,196.91,45954521,23.5605,5.2575,7.553,6.4636,16.4029,23.8982
1785,1785,206.92,204.71,201.57,209.69,46230116,24.8369,5.5423,7.9622,6.8137,17.2916,25.1928
1786,1786,201.6,202.27,199.05,207.28,30415581,24.5409,5.4763,7.8673,6.7325,17.0855,24.8925
1787,1787,200.2,205.26,198.756,205.91,19250673,24.9036,5.5572,7.9836,6.832,17.338,25.2605
1788,1788,207.02,207.07,206.5,210.38,21071223,25.1232,5.6062,8.054,6.8923,17.4909,25.4832
1789,1789,208.12,208.47,206.66,211.6,21856963,25.2931,5.6441,8.1084,6.9389,17.6092,25.6555
1790,1790,211.16,211.26,209.04,211.6,15151976,25.6316,5.7197,8.2169,7.0317,17.8448,25.9989
1791,1791,212.24,212.35,210.85,213.21,12524048,25.7638,5.7492,8.2593,7.068,17.9369,26.133
1792,1792,210.887,213.18,210.37,215,12911948,25.8645,5.7716,8.2916,7.0956,18.007,26.2352
1793,1793,213.29,210.1,210,215.275,14704647,25.4908,5.6882,8.1718,6.9931,17.7468,25.8561
1794,1794,209.43,205.1,202.11,210.78,20684559,24.8842,5.5529,7.9774,6.8267,17.3245,25.2408
1795,1795,202.56,206.81,200.69,206.93,17178947,25.0917,5.5992,8.0439,6.8836,17.4689,25.4513
1796,1796,205.27,210.88,204.12,211.34,19383154,25.5855,5.7094000000000005,8.2022,7.0191,17.8127,25.9521
1797,1797,212.15,213.19,210.94,214.644,20167443,25.8657,5.7719000000000005,8.292,7.096,18.0078,26.2364
1798,1798,213.27,216.88,212.83,220.49,31843152,26.3134,5.8718,8.4355,7.2188,18.3195,26.6905
1799,1799,223.5,229.97,223.19,231.34,50162875,27.9016,6.2262,8.9447,7.6545,19.4252,28.3015
1800,1800,234.72,231.39,231.2,237.2,47782636,28.0739,6.2647,8.9999,7.7017,19.5452,28.4762
1801,1801,231.51,234.91,228.74,235.99,33925564,28.501,6.36,9.1368,7.8189,19.8425,28.9094
1802,1802,239.77,232.2,231.67,240.9,33178318,28.1722,6.2866,9.0314,7.7287,19.6136,28.5759
1803,1803,229.07,229.14,221.135,230.56,34697553,27.8009,6.2036999999999995,8.9124,7.6269,19.3551,28.1993
1804,1804,224.3,225.46,224,231.633,29423013,27.3544,6.1041,8.7693,7.5044,19.0443,27.7464
1805,1805,225.2,225.09,222.88,227.49,23322476,27.3095,6.0941,8.7549,7.4921,19.013,27.7009
1806,1806,224.59,231.91,223.5,232.44,18223839,28.137,6.2787,9.0201,7.7191,19.5891,28.5402
1807,1807,230.94,232.72,226.56,233,20919018,28.2353,6.3007,9.0516,7.746,19.6575,28.6399
1808,1808,232.11,230.16,228.53,232.65,15380282,27.9247,6.2314,8.9521,7.6608,19.4413,28.3248
1809,1809,229.56,226.29,224.61,231.63,17041481,27.4551,6.1266,8.8015,7.532,19.1144,27.8486
1810,1810,226.71,230.77,225.31,231.35,16750438,27.9987,6.2479,8.9758,7.6811,19.4928,28.3999
1811,1811,229.03,231.4,227.41,231.55,15466499,28.0751,6.2649,9.0003,7.7021,19.546,28.4774
1812,1812,231.52,238.67,230.41,239.77,27462872,28.9572,6.4618,9.2831,7.9441,20.1601,29.3721
