,Dates,PX_OPEN,PX_LAST,PX_LOW,PX_HIGH,PX_VOLUME,PE_RATIO,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,PX_TO_TANG_BV_PER_SH,PX_TO_EBITDA,PX_TO_FREE_CASH_FLOW
1,1,25.63,25.53,25.28,25.89,22249212,1276.5,5.2058,10.4975,5.9627,53.5779,82.6653
2,2,25.77,25.42,25.3,26.12,35153292,1271,5.1833,10.4522,5.937,53.347,82.3091
3,3,25.83,26.25,25.7,26.39,48195118,1312.5,5.3526,10.7935,6.1308,55.0889,84.9967
4,4,26.62,27.073,26.11,27.23,82016745,1353.625,5.5203,11.1317,6.3229,56.815,87.6599
5,5,26.86,27.39,26.61,27.8,64566510,1369.5,5.585,11.2623,6.3971,57.4813,88.6879
6,6,27.19,26.849,26.63,27.2,27255982,1342.45,5.4747,11.0398,6.2707,56.346,86.9362
7,7,26.58,26.59,26.42,26.89,21311013,1329.5,5.4219,10.9333,6.2103,55.8024,86.0976
8,8,27.01,27.57,26.9,27.84,45949361,1378.5,5.6217,11.3363,6.4391,57.8591,89.2708
9,9,27.48,28.018,27.25,28.1,33368462,1400.875,5.713,11.5203,6.5437,58.7982,90.7198
10,10,28,27.4,27.24,28,28697400,1370,5.5870999999999995,11.2664,6.3994,57.5023,88.7203
11,11,27.16,26.52,26.36,27.48,30275356,1326,5.4076,10.9045,6.1939,55.6555,85.8709
12,12,26.81,26.92,26.4,27.11,27396392,1346,5.4892,11.069,6.2873,56.495,87.1661
13,13,26.65,26.625,26.39,27.2,26440537,1331.25,5.429,10.9477,6.2184,55.8759,86.2109
14,14,26.82,25.69,25.15,26.82,39058905,1284.5,5.2384,10.5633,6.0001,53.9137,83.1834
15,15,25.62,25.73,25.33,25.96,20380862,1286.5,5.2465,10.5797,6.0094,53.9976,83.3129
16,16,25.81,25.97,25.7,26.36,25687549,1298.5,5.2955,10.6784,6.0655,54.5013,84.09
17,17,26.215,25.98,25.77,26.33,25191467,1299,5.2975,10.6825,6.0678,54.5223,84.1224
18,18,25.93,26.11,25.8,26.4,19729809,1305.5,5.324,10.736,6.0982,54.7951,84.5433
19,19,26.07,26.14,26,26.4,17149965,1307,5.3301,10.7483,6.1052,54.8581,84.6405
20,20,26.6,26.85,26.6,27.62,33017958,1342.5,5.4749,11.0402,6.271,56.3481,86.9394
21,21,27.16,26.98,26.86,27.41,29201070,1349,5.5014,11.0937,6.3013,56.6209,87.3604
22,22,27.13,27.769,27.005,27.85,36245633,1388.45,5.6623,11.4181,6.4856,58.2767,89.9151
23,23,27.85,27.43,27.31,27.915,64567590,1371.5,5.5931999999999995,11.2787,6.4064,57.5653,88.8175
24,24,28.01,28.97,27.98,29.02,104256921,1448.5,5.9072,11.9119,6.7661,60.7972,93.8039
25,25,29.04,28.311,28.15,29.07,58506376,1415.55,5.7728,11.641,6.6122,59.4142,91.6701
26,26,28.33,27.57,27.48,28.46,43939307,1378.5,5.6217,11.3363,6.4391,57.8591,89.2708
27,27,27.55,26.889,26.85,27.85,41259083,1344.45,5.4829,11.0563,6.2801,56.4299,87.0657
28,28,26.88,27.12,26.65,27.3,34654851,1356,5.53,11.1512,6.334,56.9147,87.8137
29,29,27.08,27.04,26.85,27.55,33457150,1352,5.5137,11.1183,6.3154,56.7468,87.5547
30,30,27.14,26.68,26.57,27.3,30847022,1334,5.4402,10.9703,6.2313,55.9913,86.389
31,31,26.6,26.82,26.531,27.325,29068764,1341,5.4688,11.0279,6.264,56.2851,86.8423
32,32,26.885,27.07,26.82,27.28,24930207,1353.5,5.5198,11.1307,6.3224,56.8098,87.6518
33,33,26.92,26.6,26.4,26.99,30299761,1330,5.4239,10.9374,6.2126,55.8234,86.1299
34,34,26.48,26.13,25.9,26.55,35506976,1306.5,5.3281,10.7442,6.1028,54.8371,84.6081
35,35,26.4,26.25,26.2,26.6,29462605,1312.5,5.3526,10.7935,6.1308,55.0889,84.9967
36,36,26.18,25.759,25.69,26.19,42402874,1287.95,5.2524,10.5916,6.0162,54.0585,83.4068
37,37,25.87,25.66,25.59,26.075,26261210,1283,5.2323,10.5509,5.9931,53.8507,83.0863
38,38,25.65,25.159,24.92,25.85,45314475,1257.95,5.1301,10.344899999999999,5.876,52.7993,81.464
39,39,24.8,25.06,24.77,25.53,37697202,1253,5.1099,10.3042,5.8529,52.5915,81.1435
40,40,24.97,24.313,24.08,24.97,58727882,1215.625,4.9575,9.9969,5.6783,51.0228,78.7231
41,41,24.54,24.1,23.92,24.54,50079642,1205,4.9142,9.9095,5.6287,50.5769,78.035
42,42,23.79,23.32,23.26,23.81,64237702,1166,4.7551,9.588799999999999,5.4465,48.9399,75.5094
43,43,24.13,24.55,23.93,24.779,60733122,1227.5,5.0059,10.0945,5.7338000000000005,51.5212,79.4921
44,44,24.63,24.348,24.27,24.95,35924917,1217.4,4.9647,10.0114,5.6866,51.0973,78.838
45,45,24.265,23.848,23.71,24.32,35733795,1192.4,4.8628,9.8059,5.5698,50.048,77.2191
46,46,23.89,23.52,23.32,23.93,34808997,1176,4.7959,9.671,5.4932,49.3597,76.157
47,47,23.35,22.899,22.79,23.705,53819645,1144.95,4.6693,9.4156,5.3482,48.0564,74.1462
48,48,22.99,22.97,22.67,23.09,31260660,1148.5,4.6838,9.4448,5.3648,48.2054,74.3761
49,49,23.03,23.291,22.86,23.4,38699124,1164.55,4.7492,9.5768,5.4398,48.8791,75.4155
50,50,24.06,24.33,23.99,24.6,58392986,1216.5,4.9611,10.004,5.6824,51.0595,78.7798
51,51,24.03,24.03,24,24.35,29885809,1201.5,4.8999,9.880700000000001,5.6124,50.43,77.8084
52,52,24.16,23.77,23.58,24.26,26445790,1188.5,4.8469,9.7738,5.5516,49.8843,76.9665
53,53,23.72,23.73,23.265,23.83,31189247,1186.5,4.8387,9.7573,5.5423,49.8004,76.837
54,54,23.56,23.63,23.26,23.89,30677066,1181.5,4.8183,9.7162,5.5189,49.5905,76.5132
55,55,23.91,24.022,23.75,24.25,33664419,1201.1,4.8983,9.8774,5.6105,50.4132,77.7825
56,56,24.09,24.21,24.08,24.69,36709004,1210.5,4.9366,9.9547,5.6544,50.8077,78.3912
57,57,24.2,24.309,24.1,25.19,31790525,1215.45,4.9568,9.9954,5.6775,51.0155,78.7118
58,58,24.28,23.9,23.65,24.745,42765586,1195,4.8734,9.8272,5.582,50.1571,77.3874
59,59,24.59,24.53,24.05,24.7,45833818,1226.5,5.0018,10.0863,5.7291,51.4793,79.4274
60,60,23.95,23.935,23.38,24.11,40625948,1196.75,4.8805,9.8416,5.5902,50.2306,77.5008
61,61,24.14,24.25,24.04,24.43,24719988,1212.5,4.9448,9.9712,5.6637,50.8917,78.5207
62,62,24.51,24.16,23.99,24.65,29890205,1208,4.9264,9.9341,5.6427,50.7028,78.2293
63,63,24.24,24.66,24.21,24.84,34694013,1233,5.0284,10.1397,5.7595,51.7521,79.8483
64,64,24.68,24.88,24.42,24.98,96778879,108.1739,4.8978,9.7373,5.6431000000000004,22.0765,29.6616
65,65,24.969,24.81,24.62,25.06,20582195,107.8696,4.884,9.7099,5.6273,22.0144,29.5781
66,66,24.7,24.41,24.3,24.77,18394008,106.1304,4.8053,9.5534,5.5365,21.6595,29.1013
67,67,24.22,24.52,24.15,24.71,10404332,106.6087,4.827,9.5964,5.5615,21.7571,29.2324
68,68,24.65,24.37,24.2,24.66,20229451,105.9565,4.7974,9.5377,5.5275,21.624,29.0536
69,69,24.47,24.71,24.42,25.04,27073983,107.4348,4.8644,9.6708,5.6046,21.9257,29.4589
70,70,25.07,25.48,25.03,25.49,30387889,110.7826,5.0159,9.9722,5.7792,22.6089,30.3769
71,71,25.58,25.8,25.47,25.83,26721794,112.1739,5.0789,10.0974,5.8518,22.8928,30.7584
72,72,25.96,25.81,25.45,26,26777354,112.2174,5.0809,10.1013,5.8541,22.901699999999998,30.7703
73,73,25.74,25.91,25.55,25.93,16537840,112.6522,5.1006,10.1405,5.8768,22.9904,30.889499999999998
74,74,25.93,26.28,25.65,26.43,24233957,114.2609,5.1734,10.2853,5.9607,23.3187,31.3306
75,75,26.39,26.32,26.01,26.75,30817554,114.4348,5.1813,10.3009,5.9698,23.3542,31.3783
76,76,26.37,26.65,26.3,26.78,21518463,115.8696,5.2463,10.4301,6.0446,23.647100000000002,31.7718
77,77,26.75,26.18,26.12,26.77,24806825,113.8261,5.1537,10.2461,5.938,23.23,31.2114
78,78,25.82,25.881,25.6,26.108,46544938,112.5261,5.0949,10.1291,5.8702,22.9647,30.855
79,79,25.99,26.045,25.72,26.13,27526213,113.2391,5.1272,10.1933,5.9074,23.1102,31.0505
80,80,26.1,26.13,25.97,26.3,28221534,113.6087,5.1439,10.2266,5.9267,23.1856,31.1518
81,81,26.32,26.51,26.05,26.53,82635587,115.2609,5.2187,10.3753,6.0129,23.5228,31.6048
82,82,33.545,34.359,32.75,34.88,365935212,149.387,6.7638,13.4472,7.7931,30.4874,40.9623
83,83,33.77,34.01,33.56,34.73,136028897,147.8696,6.6951,13.3106,7.714,30.1777,40.5462
84,84,34.07,35.43,34.01,35.63,124884870,154.0435,6.9747,13.8663,8.036,31.4377,42.2391
85,85,35.65,37.627,35.32,37.96,173582710,163.5957,7.4072,14.7262,8.5344,33.3872,44.8584
86,86,37.96,36.8,36.33,38.31,154828679,160,7.2444,14.4025,8.3468,32.6533,43.8724
87,87,37.3,37.489,36.92,38.29,106066472,162.9957,7.38,14.6721,8.5031,33.2647,44.6939
88,88,37.66,38.05,37.5,38.49,73058424,165.4348,7.4904,14.8917,8.6303,33.7625,45.3627
89,89,38.43,39.189,38.25,39.32,79994774,170.387,7.7147,15.3375,8.8886,34.7731,46.7206
90,90,39.11,38.55,37.94,39.25,63950791,167.6087,7.5889,15.0874,8.7437,34.2061,45.9588
91,91,38.61,38.87,37.7,38.94,68854764,169,7.6519,15.2126,8.8163,34.4901,46.3403
92,92,39.13,38.54,38.43,39.19,41300906,167.5652,7.5869,15.0835,8.7414,34.1973,45.9468
93,93,38.59,38.5,38.01,38.74,43620024,167.3913,7.579,15.0678,8.7324,34.1618,45.8992
94,94,38.2,38.22,38.1,38.5,31160951,166.1739,7.5239,14.9582,8.6689,33.9133,45.5653
95,95,38.24,37.019,36.77,38.32,65379198,160.9522,7.2875,14.4882,8.3965,32.8477,44.1335
96,96,36.83,36.65,36.62,37.55,48423890,159.3478,7.2148,14.3438,8.3128,32.5202,43.6936
97,97,36.36,36.56,36.02,37.07,56521095,158.9565,7.1971,14.3086,8.292300000000001,32.4404,43.5863
98,98,36.97,37.08,36.9,37.49,45840714,161.2174,7.2995,14.5121,8.4103,32.9018,44.2063
99,99,37.43,37.81,37.14,38.28,57609591,164.3913,7.4432,14.7978,8.5759,33.5495,45.0765
100,100,38.35,38.41,37.69,38.58,57995140,167,7.5613,15.0326,8.712,34.0819,45.7919
101,101,38.38,38.32,38.145,38.85,46116868,166.6087,7.5436,14.9974,8.6915,34.0021,45.6846
102,102,38.37,38.55,38.34,38.75,21931163,167.6087,7.5889,15.0874,8.7437,34.2061,45.9588
103,103,39,40.55,38.93,40.63,86442283,176.3043,7.9826,15.8701,9.1973,35.9808,48.3431
104,104,40.9,41.34,40.62,41.94,94162358,179.7391,8.1381,16.1793,9.3765,36.6818,49.285
105,105,40.68,39.64,39.42,41.2,72695050,172.3478,7.8035,15.514,8.9909,35.1733,47.2582
106,106,39.96,40.548,39.88,40.85,57918194,176.2957,7.9822,15.8694,9.1969,35.979,48.3408
107,107,40.89,41.28,40.8,41.78,58303395,179.4783,8.1263,16.1558,9.3629,36.6285,49.2134
108,108,42.025,41.294,41.06,42.26,67735053,179.5391,8.1291,16.1613,9.3661,36.641,49.2301
109,109,41.84,41.87,41.51,42.165,48774896,182.0435,8.2424,16.3867,9.4967,37.152,49.9168
110,110,42.01,41.78,41.44,42.17,42581854,181.6522,8.2247,16.3515,9.4763,37.0722,49.8095
111,111,41.79,42.66,41.77,42.765,50035380,185.4783,8.398,16.6959,9.6759,37.853,50.8586
112,112,43.09,43.95,42.4,44.61,117535626,191.087,8.6519,17.2008,9.9685,38.9977,52.3966
113,113,44.36,44.04,43.7,44.79,75794696,191.4783,8.669599999999999,17.236,9.9889,39.0775,52.5039
114,114,44.24,43.6,43.23,44.26,54540282,189.5652,8.583,17.0638,9.8891,38.6871,51.9793
115,115,43.39,45.04,43.11,45.09,72328246,195.8261,8.8665,17.6274,10.2157,39.9649,53.696
116,116,45.53,44.75,44.65,45.62,68072239,194.5652,8.8094,17.5139,10.15,39.7075,53.3503
117,117,45.04,44.31,43.93,45.08,52765299,192.6522,8.7228,17.3417,10.0502,39.3171,52.8258
118,118,44.85,42.51,42.43,44.94,70807761,184.8261,8.3684,16.6372,9.6419,37.7199,50.6798
119,119,42.5,45.07,42.43,45.44,91934557,195.9565,8.8724,17.6391,10.2225,39.9915,53.7318
120,120,44.84,45.23,44.395,45.47,79316945,196.6522,8.9039,17.7018,10.2588,40.1334,53.9226
121,121,45.51,45.98,45.23,46.05,63972369,199.913,9.0515,17.9953,10.4289,40.7989,54.8167
122,122,46.32,47.49,45.74,47.6,115508400,206.4783,9.3488,18.5863,10.7714,42.1388,56.6169
123,123,47.28,47.19,46.29,47.55,75319202,205.1739,9.2897,18.4688,10.7034,41.8726,56.2592
124,124,48.505,48.45,48.16,49.66,136716101,210.6522,9.5378,18.962,10.9892,42.9906,57.7614
125,125,49.23,49.46,48.46,49.54,87879619,215.0435,9.7366,19.3573,11.2183,43.8868,58.9655
126,126,50.01,50.39,49.5,50.6,98220046,219.087,9.9197,19.7212,11.4292,44.712,60.0742
127,127,50.29,51.24,49.86,51.28,81410460,222.7826,10.087,20.0539,11.622,45.4662,61.0876
128,128,50.14,50.23,49.8,51.6,100095417,119.5952,9.4431,17.543,10.7714,38.2234,46.4996
129,129,49.97,50.42,49.45,51.03,98113699,120.0476,9.4789,17.6093,10.8122,38.368,46.6755
130,130,50.13,50.28,49.95,51.1,62834429,119.7143,9.4525,17.5604,10.7821,38.2615,46.5459
131,131,50.47,49.183,49.06,50.72,82045323,117.1024,9.2463,17.1773,10.5469,37.4267,45.5303
132,132,49.77,51.04,49.57,51.16,74446947,121.5238,9.5954,17.8259,10.9451,38.8398,47.2494
133,133,50.73,50.515,50.4,51.29,57203957,120.2738,9.4967,17.6425,10.8325,38.4403,46.7634
134,134,50.6,47.14,47.08,50.6,136081330,112.2381,8.8622,16.4638,10.1088,35.872,43.6391
135,135,47.375,46.77,45.26,47.84,147296862,111.3571,8.7927,16.334600000000002,10.0294,35.5905,43.2965
136,136,47.865,49.05,47.83,49.68,99773784,116.7857,9.2213,17.1309,10.5184,37.3255,45.4072
137,137,49.18,49.11,48.79,49.87,58428451,116.9286,9.2326,17.1518,10.5312,37.3711,45.4628
138,138,48.31,49.51,47.91,49.63,68780552,117.881,9.3078,17.2915,10.617,37.6755,45.8331
139,139,49.99,49.5,49.18,51,81166571,117.8571,9.3059,17.288,10.6149,37.6679,45.8238
140,140,50.04,51.135,49.9,51.24,64678247,121.75,9.6133,17.859,10.9655,38.9121,47.3374
141,141,51.12,52.21,50.95,52.22,71521899,124.3095,9.8154,18.2345,11.196,39.7301,48.3325
142,142,54.18,54.22,53.6,54.825,88260093,129.0952,10.1933,18.9365,11.627,41.2597,50.1933
143,143,54.68,53.85,53.51,54.81,58235283,128.2143,10.1237,18.8073,11.5477,40.9781,49.8507
144,144,54.33,52.675,52.2,54.76,83203892,125.4167,9.9028,18.3969,11.2957,40.084,48.763
145,145,51.75,51.9,51.13,52.25,57207154,123.5714,9.7571,18.1262,11.1295,39.4942,48.0456
146,146,52.38,52.445,51.593,52.84,46775185,124.869,9.8596,18.3166,11.2464,39.909,48.5501
147,147,53.18,51.95,51.88,53.24,45085348,123.6905,9.7665,18.1437,11.1403,39.5323,48.0918
148,148,51.54,50.229,49.61,51.7,73472347,119.5929,9.443,17.5426,10.7712,38.2227,46.4987
149,149,50.73,49.395,49.25,50.79,102143469,117.6071,9.286200000000001,17.2513,10.5924,37.588,45.7266
150,150,50,49.01,48.75,50.21,127072652,116.6905,9.213799999999999,17.1169,10.5098,37.295,45.3702
151,151,47.155,50.205,46.5,52,248809006,119.5357,9.4384,17.5342,10.7661,38.2044,46.4764
152,152,50.85,49.75,49.72,52.09,95032876,118.4524,9.3529,17.3753,10.6685,37.8582,46.0552
153,153,49.365,48.22,48.02,49.75,80371218,114.8095,9.0653,16.841,10.3404,36.6939,44.6389
154,154,47.79,50.105,47.51,50.18,76835006,119.2976,9.419599999999999,17.4993,10.7446,38.1283,46.3839
155,155,50.26,49.12,48.71,50.45,67889337,116.9524,9.2345,17.1553,10.5334,37.3787,45.472
156,156,49.24,47.56,47.3,49.87,97127618,113.2381,8.9412,16.610500000000002,10.1989,36.1916,44.0279
157,157,47.81,47.53,47.25,48.65,70731178,113.1667,8.9356,16.6,10.1924,36.1688,44.0001
158,158,47.04,46.2,45.73,47.53,80909626,110,8.6855,16.1355,9.9072,35.1567,42.7689
159,159,46,46.605,45.83,47.37,68195832,110.9643,8.7617,16.2769,9.9941,35.4649,43.1438
160,160,46.23,48.71,46.06,48.74,79245346,115.9762,9.1574,17.0121,10.4455,37.0667,45.0925
161,161,48.7,48.99,48.03,49.57,75117049,116.6429,9.21,17.1099,10.5055,37.2798,45.3517
162,162,49.11,49.01,48.71,49.48,42452937,116.6905,9.213799999999999,17.1169,10.5098,37.295,45.3702
163,163,48.47,45.83,45.8,48.84,85909884,109.119,8.616,16.0063,9.8279,34.8752,42.4264
164,164,46.26,46.36,45.72,47,75602413,110.381,8.7156,16.1914,9.9415,35.2785,42.917
165,165,46.61,46.43,46.31,47.55,53932698,110.5476,8.7288,16.2158,9.9565,35.3317,42.9818
166,166,46.99,46.7,46.685,47.46,34886170,111.1905,8.7795,16.3101,10.0144,35.5372,43.2317
167,167,47.04,46.23,45.96,47.27,40545375,110.0714,8.6912,16.146,9.9136,35.1795,42.7966
168,168,46.36,44.82,44.04,46.65,82462096,106.7143,8.4261,15.6535,9.6113,34.1066,41.4914
169,169,44.66,45.89,43.55,46.17,82016490,109.2619,8.6272,16.0272,9.8407,34.9208,42.4819
170,170,45.97,46.49,45.53,46.67,44993195,110.6905,8.74,16.2368,9.9694,35.3774,43.0373
171,171,46.75,47.01,46.5,47.21,22953916,111.9286,8.8378,16.4184,10.0809,35.7731,43.5187
172,172,46.9,47.06,46.26,47.54,50773647,112.0476,8.8472,16.4358,10.0916,35.8112,43.565
173,173,46.75,46.73,46.29,47.2,32085905,111.2619,8.7852,16.3206,10.0209,35.56,43.2595
174,174,46.46,48.62,46.26,48.77,60890176,115.7619,9.1405,16.9807,10.4262,36.9983,45.0091
175,175,48.15,48.34,47.87,48.7,43855036,115.0952,9.0878,16.8829,10.3661,36.7852,44.7499
176,176,48.98,47.94,47.71,49.39,42937659,114.1429,9.0126,16.7432,10.2803,36.4808,44.3796
177,177,48.09,48.84,47.74,48.97,36055891,116.2857,9.1818,17.0575,10.4733,37.1657,45.2128
178,178,48.64,50.245,48.54,50.77,68478561,119.631,9.446,17.5482,10.7746,38.2348,46.5135
179,179,50.55,49.38,49.01,50.77,65776366,117.5714,9.2833,17.2461,10.5891,37.5766,45.7127
180,180,51.045,51.83,50.66,52.07,92723034,123.4048,9.7439,18.1018,11.1145,39.441,47.9808
181,181,51.66,53.32,51.34,53.5,82640992,126.9524,10.0241,18.6222,11.434,40.5748,49.3601
182,182,53.25,53.81,52.91,54.5,85118518,128.119,10.1162,18.7933,11.5391,40.9477,49.8137
183,183,54.76,54.86,54.24,55.18,78751463,130.619,10.3136,19.16,11.7643,41.7467,50.7857
184,184,54.86,55.57,53.75,55.89,76003479,132.3095,10.4471,19.408,11.9165,42.287,51.443
185,185,54.33,55.05,53.95,55.19,89825393,131.0714,10.3493,19.2264,11.805,41.8913,50.9616
186,186,54.93,55.12,54.23,55.15,239823912,131.2381,10.3625,19.2508,11.82,41.9446,51.0264
187,187,55.5,57.77,55.45,58.32,98296983,137.5476,10.8607,20.1763,12.3883,43.9611,53.4796
188,188,58.27,57.96,56.91,58.58,46617754,138,10.8964,20.2427,12.429,44.1057,53.6555
189,189,58.32,57.73,57.37,58.38,55101367,137.4524,10.8531,20.1624,12.3797,43.9307,53.4426
190,190,57.48,55.44,55.25,57.68,60465751,132,10.4226,19.3626,11.8887,42.1881,51.3226
191,191,54.93,53.71,53.43,55.18,68307317,127.881,10.0974,18.7584,11.5177,40.8716,49.7211
192,192,54.12,54.649,53.91,54.86,43152127,92.6254,8.9975,16.838,10.1245,34.7844,46.2904
193,193,54.83,54.71,54.19,55.22,43257622,92.7288,9.0075,16.8568,10.1358,34.8233,46.3421
194,194,55.02,54.557,54.53,55.65,38287706,92.4695,8.9823,16.8096,10.1074,34.7259,46.2125
195,195,54.42,57.2,54.05,57.26,68974359,96.9492,9.4175,17.624,10.5971,36.4082,48.4513
196,196,57.7,57.92,57.22,58.55,77329009,98.1695,9.536,17.8458,10.7305,36.8664,49.0611
197,197,57.6,58.23,57.23,58.41,56800776,98.6949,9.5871,17.9413,10.7879,37.0638,49.3237
198,198,58.65,57.22,56.65,58.96,92349222,96.9831,9.4208,17.6301,10.6008,36.4209,48.4682
199,199,57.13,57.94,57.06,58.3,42529258,98.2034,9.5393,17.852,10.7342,36.8792,49.0781
200,200,57.91,55.91,55.38,58.25,63106519,94.7627,9.2051,17.2265,10.3581,35.5871,47.3586
201,201,56.46,57.74,56.1,57.78,37590987,97.8644,9.5064,17.7903,10.6971,36.7519,48.9087
202,202,57.98,57.6,57.27,58.57,33730619,97.6271,9.4833,17.7472,10.6712,36.6628,48.7901
203,203,57.26,57.19,56.83,58.02,34599775,96.9322,9.4158,17.6209,10.5952,36.4018,48.4428
204,204,57.3,56.3,56.07,57.82,40883205,95.4237,9.2693,17.3467,10.4303,35.8353,47.6889
205,205,56.6,58.51,56.5,58.58,48734147,99.1695,9.6332,18.0276,10.8398,37.242,49.5609
206,206,58.85,57.51,57.1,59.31,61495880,97.4746,9.4685,17.7195,10.6545,36.6055,48.7139
207,207,56.37,56.63,55.686,56.68,47996403,95.9831,9.3236,17.4483,10.4915,36.0454,47.9684
208,208,56.15,54.45,54.4,56.42,55545338,92.2881,8.9647,16.776699999999998,10.0876,34.6578,46.1219
209,209,54.73,53.55,51.85,54.94,74142331,90.7627,8.8165,16.4994,9.9209,34.0849,45.3595
210,210,54.02,55.14,54,55.28,48364998,93.4576,9.0783,16.9892,10.2154,35.097,46.7063
211,211,54.61,53.53,53.19,54.95,98089932,90.7288,8.8132,16.4932,9.9171,34.0722,45.3426
212,212,62.12,61.08,60.46,62.5,150438699,103.5254,10.0563,18.8194,11.3159,38.8778,51.7378
213,213,60.47,62.57,60.17,63.37,87930298,106.0508,10.3016,19.2785,11.5919,39.8262,52.9999
214,214,63.03,61.48,60.7,63.77,75105994,104.2034,10.1221,18.9427,11.39,39.1324,52.0766
215,215,62.05,62.75,61.82,63.14,46064897,106.3559,10.3312,19.334,11.6253,39.9408,53.1524
216,216,62.74,62.19,61.27,63.16,53032420,105.4068,10.239,19.1614,11.5215,39.5843,52.678
217,217,61.46,62.16,61.46,62.78,42153754,105.3559,10.2341,19.1522,11.516,39.5652,52.6526
218,218,62.27,64.32,62.22,64.57,60835746,109.0169,10.5897,19.8177,11.9161,40.9401,54.4823
219,219,64.3,63.548,63.473,64.49,43736562,107.7085,10.4626,19.5798,11.7731,40.4487,53.8283
220,220,63.75,64.851,63.35,65,45746832,109.9169,10.6771,19.9813,12.0145,41.2781,54.932
221,221,64.92,64.45,64.05,65.06,47409857,109.2373,10.6111,19.8578,11.9402,41.0228,54.5924
222,222,64.18,67.33,64.05,67.33,62013396,114.1186,11.0853,20.7451,12.4738,42.856,57.0319
223,223,67.5,67.09,66.72,67.58,36786427,113.7119,11.0458,20.6712,12.4293,42.7032,56.8286
224,224,66.94,67.3,66.07,67.54,43862297,114.0678,11.0804,20.7359,12.4682,42.8369,57.0065
225,225,67.05,68.06,67,69.08,64258631,115.3559,11.2055,20.97,12.609,43.3206,57.6502
226,226,67.73,69.63,65.727,70.11,131043748,118.0169,11.464,21.4538,12.8999,44.3199,58.9801
227,227,69.69,68.59,68.45,69.96,70991892,116.2542,11.2927,21.1333,12.7072,43.658,58.0992
228,228,68.74,70.78,68.54,71.44,76951946,119.9661,11.6533,21.8081,13.1129,45.0519,59.9542
229,229,70.95,69.85,69.45,71,52189031,118.3898,11.5002,21.5216,12.9406,44.46,59.1664
230,230,70.19,69.26,68.85,71.22,55400399,117.3898,11.4031,21.3398,12.8313,44.0844,58.6667
231,231,69.34,68.94,68.87,70.01,41695855,116.8475,11.3504,21.2412,12.7721,43.8807,58.3956
232,232,69.47,68.46,67.38,69.88,66900863,116.0339,11.2713,21.0933,12.6831,43.5752,57.989
233,233,66.96,67.41,66.51,68.05,56900444,114.2542,11.0985,20.7698,12.4886,42.9069,57.0996
234,234,68.66,68.8,67.62,68.9,42164222,116.6102,11.3273,21.198,12.7461,43.7916,58.277
235,235,69.69,71.57,69.62,71.97,74649486,121.3051,11.7834,22.0515,13.2593,45.5548,60.6234
236,236,71.88,70.84,70.25,71.89,46126260,120.0678,11.6632,21.8266,13.1241,45.0901,60.005
237,237,71.08,69.8,69.47,71.18,38985763,118.3051,11.492,21.5062,12.9314,44.4281,59.1241
238,238,70.77,72.03,70.51,72.15,59949746,122.0847,11.8591,22.1932,13.3445,45.8475,61.013
239,239,72.5,70.1,69.96,72.59,59615238,118.8136,11.5414,21.5986,12.987,44.6191,59.3782
240,240,69.86,70.88,69,71.35,46400431,120.1354,11.6698,21.8389,13.1314,45.1155,60.0388
241,241,71.29,68.83,68.15,71.35,57091157,116.661,11.3323,21.2073,12.7517,43.8107,58.3025
242,242,68.49,67.72,67.46,69.43,48226824,114.7797,11.1495,20.8653,12.546,43.1042,57.3622
243,243,68.18,68.74,66.62,68.95,52196699,116.5083,11.3174,21.1795,12.735,43.7534,58.2261
244,244,68.76,69.19,68.3,69.6,40827226,117.2712,11.3915,21.3182,12.8184,44.0399,58.6074
245,245,69.17,68.24,67.465,69.29,43980558,115.661,11.2351,21.0255,12.6424,43.4352,57.8027
246,246,68.01,66.97,66.82,68.23,44438500,113.5085,11.026,20.6342,12.4071,42.6268,56.7269
247,247,67.53,67.24,66.179,67.92,60041228,113.9661,11.0705,20.7174,12.4571,42.7987,56.9556
248,248,67.19,64.1,63.36,67.36,85695872,108.6441,10.5535,19.7499,11.875399999999999,40.8001,54.2959
249,249,64.89,64.89,63.78,66.19,68785500,109.9831,10.6836,19.9933,12.0217,41.3029,54.9651
250,250,64.74,60.385,60.37,64.95,97689774,102.3475,9.9419,18.6053,11.1871,38.4354,51.1491
251,251,60.51,60.97,57.98,61.9,112649694,103.339,10.0382,18.7855,11.2955,38.8078,51.6446
252,252,61.34,60.01,59.335,61.95,67051528,101.7119,9.8801,18.4898,11.1177,38.1967,50.8315
253,253,60.78,60.24,59.87,61.52,53011205,80.32,9.2284,16.6518,10.2594,32.6819,43.6979
254,254,60.46,62.62,60.24,62.66,59291210,83.4933,9.593,17.3097,10.6647,33.9731,45.4244
255,255,63.21,62.72,62.21,63.91,66276613,83.6267,9.6083,17.3374,10.681799999999999,34.0273,45.4969
256,256,62.55,59.49,59.13,63.17,83859330,79.32,9.1135,16.4445,10.1317,32.275,43.1539
257,257,59.94,56.749,56.32,60.2,125465774,75.6653,8.6936,15.6868,9.6649,30.7879,41.1656
258,258,55.9,56.95,55.44,58,108487569,75.9333,8.7244,15.7424,9.6991,30.8969,41.3114
259,259,57.68,58.19,57.17,58.71,78835935,77.5868,8.9144,16.0852,9.9103,31.5697,42.211
