1	11.5479	11.9108	11.9108	11.4641	11070735	12.4994	1.4753	1.6715	1.8383	8.1878	11.1835	11.6037	False
2	11.4222	11.5572	11.5851	11.3525	9288174	12.3634	1.4592	1.6533	1.8183	8.0988	11.0618	11.5758	False
3	11.2836	11.4083	11.4734	11.2036	8828846	12.2133	1.4415	1.6333	1.7962	8.0005	10.9276	11.7619	False
4	11.3943	11.2501	11.4362	11.2129	7368250	12.3332	1.4557	1.6493	1.8139	8.079	11.0348	11.7712	False
5	11.5944	11.2315	11.5944	11.2036	13783874	12.5498	1.4812	1.6783	1.8457	8.2208	11.2286	11.9387	False
8	11.5665	11.6037	11.6037	11.3478	8166419	12.5195	1.4777	1.6742	1.8413	8.201	11.2015	12.1434	False
9	11.7526	11.5758	11.8363	11.492	9514723	12.721	1.5013999999999998	1.7010999999999998	1.8709	8.333	11.3818	12.041	False
10	11.9387	11.7619	11.9573	11.734	9617104	12.9224	1.5252	1.7281	1.9005	8.4649	11.562	11.9666	False
11	11.8829	11.7712	11.9573	11.4455	24230658	12.862	1.5181	1.72	1.8916	8.4253	11.5079	11.9294	False
12	12.1806	11.9387	12.3109	11.8363	19264253	13.1843	1.5561	1.7631	1.939	8.6365	11.7963	11.6595	False
15	11.9294	12.1434	12.1806	11.8549	10761667	12.9123	1.524	1.7267	1.899	8.4583	11.553	11.6874	False
16	12.0597	12.041	12.1434	11.9759	11721127	13.0534	1.5407	1.7456	1.9198	8.550699999999999	11.6791	11.8177	False
17	11.8968	11.9666	12.0783	11.827	13325330	12.8771	1.5199	1.722	1.8939	8.4352	11.5214	12.0597	False
18	11.6688	11.9294	12.0038	11.6688	10063689	12.6303	1.4907	1.689	1.8576	8.2736	11.3006	12.497	False
19	11.6967	11.6595	11.7293	11.5106	7575797	12.6605	1.4943	1.6931	1.862	8.2934	11.3277	12.5156	False
22	11.7154	11.6874	11.8177	11.5944	6139119	12.6807	1.4967	1.6958	1.865	8.3066	11.3457	12.497	False
23	12.0224	11.8177	12.1434	11.7991	9425441	13.0131	1.5359	1.7402	1.9139	8.5243	11.6431	12.6552	False
24	12.4319	12.0597	12.5342	12.0503	13914793	13.4562	1.5882	1.7995	1.979	8.8146	12.0396	12.8134	False
25	12.5342	12.497	12.5621	12.3853	8830661	13.567	1.6013	1.8143	1.9953	8.8872	12.1387	12.6924	False
26	12.4784	12.5156	12.5342	12.4086	8108769	13.1089	1.4946	1.7943	1.8745	8.6978	9.8039	12.9343	False
29	12.6273	12.497	12.6738	12.4412	6742750	13.2654	1.5125	1.8157	1.8968	8.8016	9.9209	12.9064	False
30	12.8134	12.6552	12.8134	12.5714	6917879	13.4609	1.5347	1.8425	1.9248	8.9313	10.0671	12.8692	False
31	12.7017	12.8134	12.8971	12.6575	8532822	13.3436	1.5214	1.8264	1.908	8.8535	9.9794	12.7203	False
32	12.8506	12.6924	12.8878	12.618	8087250	13.5	1.5392	1.8478	1.9304	8.9573	10.0964	12.7017	False
33	12.9064	12.9343	12.9995	12.8599	7346592	13.5586	1.5459	1.8559	1.9388	8.9962	10.1402	13.2135	False
36	12.8692	12.9064	12.9762	12.7948	5428397	13.5195	1.5414	1.8505	1.9332	8.9702	10.111	13.4368	False
37	12.7017	12.8692	12.8971	12.5807	11201659	13.3436	1.5214	1.8264	1.908	8.8535	9.9794	13.4089	False
38	12.9334	12.7203	13.0088	12.6738	8352538	13.587	1.5491	1.8598	1.9428	9.015	10.1614	13.381	False
39	12.9437	12.7017	12.9995	12.6831	14169966	13.5977	1.5504	1.8612	1.9444	9.0221	10.1695	13.6602	False
40	13.5299	13.2135	13.5857	13.2135	21531492	14.2136	1.6206	1.9455	2.0324	9.4307	10.6301	13.6788	False
43	13.2507	13.4368	13.4927	13.1949	7251447	13.9203	1.5871	1.9054	1.9905	9.2362	10.4107	13.7811	False
44	13.4461	13.4089	13.5578	13.274	11353420	14.1256	1.6105	1.9335	2.0199	9.3724	10.5643	13.8885	False
45	13.6741	13.381	13.7253	13.381	7830501	14.3651	1.6378	1.9663	2.0541	9.5313	10.7434	14.0101	False
46	13.6136	13.6602	13.7997	13.5671	7709263	14.3016	1.6306	1.9576	2.045	9.4891	10.6959	13.3087	False
47	13.837	13.6788	13.93	13.5764	7803782	14.5362	1.6574	1.9897	2.0786	9.6448	10.8713	13.608	False
50	13.809	13.7811	13.8602	13.7346	5909473	14.5068	1.654	1.9857	2.0744	9.6253	10.8494	13.608	False
51	13.954	13.8885	14.0101	13.7249	8945056	14.6591	1.6714	2.0065	2.0962	9.7264	10.9633	13.7015	False
52	13.4677	14.0101	14.0101	13.4116	12010137	14.1482	1.6131	1.9366	2.0231	9.3874	10.5812	13.5051	False
53	13.6828	13.3087	13.7249	13.2713	9847057	14.3742	1.6389	1.9675	2.0554	9.5373	10.7502	13.4864	False
54	13.5986	13.608	13.7202	13.449	7082532	14.2858	1.6288	1.9554	2.0428	9.4787	10.6841	13.608	False
57	13.5986	13.608	13.7202	13.449	7082532	14.2858	1.6288	1.9554	2.0428	9.4787	10.6841	13.5519	False
58	13.5893	13.7015	13.7389	13.4583	6982413	14.2759	1.6277	1.9541	2.0414	9.4721	10.6767	13.5986	False
59	13.5051	13.5051	13.5894	13.449	8376206	14.1875	1.6176	1.942	2.0287	9.4135	10.6106	13.5144	False
60	13.6828	13.4864	13.8184	13.449	7113002	14.3742	1.6389	1.9675	2.0554	9.5373	10.7502	13.2432	False
61	13.5331	13.608	13.8044	13.5331	14437943	14.217	1.621	1.946	2.0329	9.433	10.6326	13.4209	False
64	13.5144	13.5519	13.6547	13.2339	11112022	14.1973	1.6187	1.9433	2.0301	9.42	10.6179	13.477	False
65	13.5331	13.5986	13.8418	13.449	9091806	14.217	1.621	1.946	2.0329	9.433	10.6326	13.3274	False
66	13.2432	13.5144	13.6173	13.2058	11613447	13.9124	1.5862	1.9043	1.9894	9.2309	10.4048	13.318	False
67	13.3274	13.2432	13.4303	13.2339	8527089	14.0008	1.5963	1.9164	2.002	9.2896	10.471	13.0936	False
68	13.5098	13.4209	13.5986	13.3648	6864547	14.1924	1.6182	1.9426	2.0294	9.4167	10.6142	13.4864	False
71	13.5051	13.477	13.5893	13.4022	5603927	14.1875	1.6176	1.942	2.0287	9.4135	10.6106	13.5238	False
72	13.2526	13.3274	13.5144	13.2526	7408735	13.9222	1.5874	1.9056	1.9908	9.2374	10.4122	13.6173	False
73	13.1403	13.318	13.4256	13.0655	7814620	13.8043	1.5739	1.8895	1.9739	9.1592	10.324	13.5893	False
74	13.4396	13.0936	13.5051	13.0842	5907541	14.1187	1.6098	1.9325	2.0189	9.3678	10.5591	13.767	False
75	13.4209	13.4864	13.506	13.3274	5900263	14.0991	1.6075	1.9299	2.0161	9.3548	10.5444	13.5799	False
78	13.5519	13.5238	13.6734	13.449	6383306	14.2366	1.6232	1.9487	2.0357	9.4461	10.6473	13.29	False
79	13.4677	13.6173	13.767	13.3554	12169286	14.1482	1.6131	1.9366	2.0231	9.3874	10.5812	13.3461	False
80	13.8792	13.5893	14.4778	13.5425	28993271	14.5805	1.6624	1.9958	2.0849	9.6742	10.9045	13.449	False
81	13.5051	13.767	13.7857	13.4069	15717345	14.1875	1.6176	1.942	2.0287	9.4135	10.6106	13.2619	False
82	13.4817	13.5799	13.6267	13.2619	17856555	14.163	1.6148	1.9386	2.0252	9.3972	10.5922	13.1029	False
85	13.2058	13.29	13.4583	13.0094	14519268	13.8731	1.5818	1.8989	1.9838	9.2049	10.3754	13.2245	False
86	13.2993	13.3461	13.3742	13.159	11435291	13.9714	1.593	1.9124	1.9978	9.27	10.4489	13.1123	False
87	13.2245	13.449	13.463	13.1684	14495415	13.8928	1.584	1.9016	1.9866	9.2179	10.3901	13.0655	False
88	13.1029	13.2619	13.2806	12.9626	20200844	13.765	1.5694	1.8841	1.9683	9.1331	10.2946	13.0655	False
